"","dead","dvcat","seatbelt","frontal","sex","ageOFocc","yearVeh","airbag","occRole"
"25257","alive","10-24","none","frontal","m",31,1997,"airbag","pass"
"24638","alive","55+","belted","frontal","m",25,1993,"none","pass"
"10361","alive","25-39","belted","notfrontal","f",17,1995,"airbag","pass"
"24895","alive","10-24","belted","frontal","m",47,1996,"airbag","driver"
"12839","alive","25-39","belted","frontal","f",44,1994,"airbag","driver"
"4235","alive","25-39","none","frontal","f",45,1995,"airbag","driver"
"5598","alive","25-39","belted","frontal","f",18,1987,"none","driver"
"23525","alive","10-24","belted","notfrontal","f",40,1997,"airbag","driver"
"4264","alive","25-39","belted","frontal","m",77,1994,"airbag","driver"
"5215","alive","40-54","none","frontal","f",21,1986,"none","pass"
"8635","alive","10-24","belted","notfrontal","m",32,1996,"airbag","pass"
"25314","alive","10-24","belted","frontal","f",28,1998,"airbag","driver"
"13394","alive","40-54","none","frontal","f",35,1987,"none","pass"
"11284","alive","10-24","none","frontal","f",24,1995,"airbag","driver"
"23275","alive","10-24","belted","frontal","m",45,2001,"airbag","driver"
"23562","alive","25-39","belted","notfrontal","f",77,2000,"airbag","driver"
"18131","alive","10-24","belted","notfrontal","f",53,2001,"airbag","driver"
"3566","alive","10-24","none","frontal","m",64,1991,"none","pass"
"16600","alive","10-24","belted","frontal","f",69,1987,"none","driver"
"5615","alive","1-9km/h","belted","notfrontal","f",36,1988,"none","pass"
"13564","alive","10-24","none","frontal","m",84,1994,"airbag","driver"
"24244","alive","10-24","belted","frontal","f",61,2000,"airbag","driver"
"19363","alive","10-24","belted","frontal","f",56,1996,"airbag","driver"
"25732","alive","25-39","belted","notfrontal","f",19,1998,"airbag","driver"
"2462","alive","10-24","belted","frontal","f",19,1993,"none","driver"
"16634","alive","10-24","belted","notfrontal","f",20,1998,"airbag","driver"
"8410","alive","25-39","none","frontal","f",18,1985,"none","pass"
"15986","alive","25-39","none","frontal","f",21,1992,"airbag","driver"
"19203","alive","10-24","belted","frontal","f",26,2000,"airbag","pass"
"22086","alive","25-39","none","frontal","m",28,1989,"none","driver"
"16422","alive","10-24","belted","frontal","f",39,1992,"airbag","driver"
"13649","alive","25-39","none","frontal","m",64,1985,"none","driver"
"11588","alive","10-24","belted","notfrontal","f",22,1998,"airbag","driver"
"13980","alive","10-24","belted","frontal","m",38,1997,"airbag","driver"
"10027","alive","25-39","belted","notfrontal","f",24,1987,"none","driver"
"16647","alive","10-24","none","frontal","f",45,1994,"none","pass"
"21702","alive","10-24","belted","frontal","f",75,2002,"airbag","pass"
"22667","alive","1-9km/h","belted","notfrontal","m",24,1999,"airbag","driver"
"23711","alive","10-24","belted","notfrontal","m",42,1999,"airbag","driver"
"9152","alive","25-39","none","frontal","f",23,1996,"airbag","pass"
"14784","dead","10-24","none","notfrontal","m",31,2000,"airbag","pass"
"10617","alive","40-54","none","notfrontal","m",24,1995,"airbag","driver"
"10201","alive","40-54","belted","notfrontal","f",41,1998,"airbag","pass"
"8763","alive","10-24","belted","frontal","f",24,1998,"airbag","driver"
"3090","alive","25-39","belted","frontal","m",70,1995,"airbag","pass"
"17320","alive","40-54","none","notfrontal","f",21,1992,"none","pass"
"7646","alive","25-39","belted","frontal","m",62,1993,"none","pass"
"24517","alive","25-39","none","frontal","m",16,1997,"airbag","pass"
"14916","alive","25-39","belted","frontal","m",26,1996,"airbag","driver"
"2799","alive","10-24","none","frontal","f",22,1992,"none","pass"
"14504","alive","25-39","belted","frontal","m",17,1987,"none","driver"
"23211","alive","25-39","belted","notfrontal","m",52,1994,"airbag","driver"
"4865","alive","40-54","belted","frontal","m",40,1996,"airbag","driver"
"3178","alive","25-39","belted","notfrontal","m",76,1993,"airbag","driver"
"1414","alive","25-39","belted","frontal","f",45,1994,"none","pass"
"19467","alive","10-24","belted","notfrontal","m",58,1995,"airbag","driver"
"25663","alive","40-54","belted","frontal","f",41,2001,"airbag","pass"
"524","alive","25-39","none","notfrontal","m",68,1989,"none","driver"
"22218","alive","10-24","none","notfrontal","m",38,1992,"none","pass"
"18149","alive","10-24","belted","frontal","m",61,1986,"none","driver"
"24312","alive","10-24","belted","frontal","m",16,1989,"none","driver"
"24050","alive","25-39","none","notfrontal","f",22,1995,"airbag","pass"
"15879","alive","1-9km/h","belted","notfrontal","f",32,1998,"airbag","driver"
"4086","alive","55+","belted","notfrontal","m",28,1984,"none","driver"
"5586","alive","10-24","belted","frontal","m",55,1989,"none","driver"
"9957","alive","10-24","belted","frontal","m",23,1995,"airbag","driver"
"12265","alive","25-39","belted","frontal","m",39,1991,"none","driver"
"2697","alive","1-9km/h","belted","notfrontal","m",53,1995,"airbag","driver"
"14229","alive","25-39","none","frontal","f",20,1997,"airbag","driver"
"22245","alive","25-39","belted","notfrontal","m",23,1995,"airbag","driver"
"7789","alive","25-39","belted","frontal","m",16,1992,"none","driver"
"11757","alive","25-39","none","notfrontal","m",16,1985,"none","driver"
"7279","alive","25-39","belted","frontal","f",75,1993,"none","pass"
"4169","alive","25-39","belted","frontal","m",40,1997,"airbag","driver"
"3274","alive","10-24","belted","frontal","f",51,1993,"none","driver"
"15234","alive","10-24","belted","frontal","f",57,1992,"airbag","driver"
"13610","alive","10-24","none","frontal","m",32,1992,"airbag","driver"
"10965","alive","40-54","none","notfrontal","f",25,1997,"airbag","driver"
"22272","alive","10-24","belted","frontal","f",26,1994,"airbag","driver"
"7460","alive","10-24","belted","frontal","f",55,1997,"airbag","driver"
"12637","alive","55+","belted","frontal","m",37,1997,"airbag","driver"
"12051","alive","10-24","belted","frontal","m",35,1977,"none","driver"
"9070","alive","10-24","none","frontal","f",77,1993,"airbag","driver"
"2794","alive","10-24","belted","frontal","m",26,1995,"airbag","driver"
"16174","alive","10-24","belted","frontal","f",61,1996,"airbag","driver"
"23686","alive","25-39","belted","notfrontal","m",23,1995,"airbag","driver"
"14532","alive","10-24","belted","frontal","m",35,1990,"none","driver"
"205","alive","10-24","none","frontal","m",66,1989,"none","driver"
"21997","alive","10-24","belted","notfrontal","f",26,1984,"none","driver"
"7675","alive","10-24","belted","notfrontal","m",27,1992,"none","driver"
"1231","alive","10-24","belted","frontal","f",20,1996,"airbag","pass"
"20960","alive","10-24","belted","notfrontal","m",28,1999,"airbag","driver"
"17209","alive","1-9km/h","belted","frontal","m",34,1997,"airbag","pass"
"14474","alive","10-24","belted","notfrontal","m",45,1998,"airbag","pass"
"18399","alive","25-39","belted","frontal","f",73,1999,"airbag","driver"
"16709","alive","25-39","none","frontal","m",44,1978,"none","pass"
"9656","alive","10-24","belted","notfrontal","f",27,1992,"airbag","driver"
"14299","alive","10-24","none","frontal","f",17,1992,"none","pass"
"24290","alive","10-24","belted","frontal","m",41,2001,"airbag","driver"
"1383","alive","10-24","belted","frontal","f",42,1986,"none","driver"
"22595","alive","10-24","belted","frontal","m",82,2001,"airbag","driver"
"10419","alive","25-39","belted","frontal","m",51,1988,"none","driver"
"4042","alive","10-24","belted","frontal","m",47,1995,"airbag","driver"
"22023","alive","10-24","none","notfrontal","m",30,1998,"airbag","driver"
"18927","alive","10-24","none","notfrontal","f",25,1994,"airbag","pass"
"17440","alive","10-24","belted","frontal","f",27,1996,"airbag","driver"
"14512","alive","10-24","belted","notfrontal","m",17,1988,"none","pass"
"14964","alive","10-24","belted","frontal","f",38,1998,"airbag","driver"
"22808","alive","25-39","belted","frontal","f",25,1995,"none","pass"
"21042","alive","25-39","belted","frontal","m",46,1991,"none","driver"
"9285","alive","10-24","belted","notfrontal","m",51,1987,"none","driver"
"6382","alive","10-24","belted","frontal","m",40,1990,"none","driver"
"1675","alive","25-39","belted","frontal","f",40,1993,"airbag","driver"
"6228","alive","25-39","belted","frontal","m",20,1988,"none","pass"
"6505","alive","40-54","belted","frontal","m",43,1995,"airbag","driver"
"21159","alive","10-24","belted","frontal","f",33,1995,"airbag","driver"
"24467","alive","10-24","belted","frontal","f",26,1990,"airbag","driver"
"24080","alive","40-54","none","frontal","f",18,1985,"none","driver"
"16847","alive","25-39","belted","notfrontal","f",54,1997,"airbag","pass"
"20196","alive","10-24","belted","notfrontal","f",33,1999,"airbag","driver"
"21940","alive","10-24","none","frontal","f",37,1997,"airbag","driver"
"25251","alive","10-24","belted","frontal","m",48,1998,"airbag","driver"
"2445","alive","55+","none","frontal","m",27,1979,"none","pass"
"4508","alive","1-9km/h","belted","notfrontal","f",26,1991,"none","driver"
"10192","alive","40-54","none","frontal","f",61,1991,"none","pass"
"16111","alive","10-24","none","notfrontal","f",84,2000,"airbag","pass"
"3766","alive","25-39","belted","notfrontal","f",22,1995,"airbag","driver"
"22515","dead","25-39","belted","notfrontal","f",19,1999,"airbag","pass"
"17638","alive","40-54","belted","frontal","f",78,1994,"airbag","driver"
"20028","alive","25-39","belted","frontal","f",27,1997,"airbag","driver"
"5027","alive","10-24","belted","frontal","f",20,1998,"airbag","pass"
"17804","alive","10-24","belted","notfrontal","f",22,1998,"airbag","driver"
"17328","alive","10-24","belted","frontal","f",44,1990,"none","driver"
"22946","alive","25-39","none","frontal","m",32,2002,"airbag","driver"
"18597","alive","10-24","belted","notfrontal","m",21,1995,"airbag","driver"
"22017","alive","10-24","belted","notfrontal","f",45,1995,"airbag","pass"
"24763","alive","25-39","belted","frontal","f",18,2002,"airbag","pass"
"3313","alive","25-39","belted","frontal","f",70,1988,"none","driver"
"17276","alive","10-24","belted","frontal","m",30,1990,"none","driver"
"19408","alive","40-54","none","frontal","m",33,1974,"none","driver"
"4862","alive","25-39","belted","frontal","m",50,1997,"airbag","driver"
"18401","alive","25-39","none","frontal","f",48,2001,"airbag","driver"
"22369","alive","25-39","none","frontal","m",24,2000,"airbag","driver"
"22525","alive","40-54","belted","notfrontal","m",65,1998,"airbag","driver"
"16491","alive","10-24","belted","frontal","m",78,1991,"none","driver"
"8190","alive","1-9km/h","belted","notfrontal","f",22,1987,"none","pass"
"23202","alive","10-24","belted","notfrontal","f",55,2000,"airbag","driver"
"5363","alive","40-54","belted","frontal","f",51,1997,"airbag","driver"
"12232","alive","10-24","belted","frontal","f",55,1996,"airbag","pass"
"24541","alive","10-24","belted","frontal","f",19,1998,"airbag","driver"
"6425","alive","1-9km/h","belted","frontal","m",61,1993,"airbag","pass"
"6583","alive","10-24","belted","notfrontal","f",16,1990,"none","pass"
"5904","alive","10-24","none","frontal","f",22,1994,"none","driver"
"20558","alive","25-39","belted","frontal","f",50,1992,"none","driver"
"15263","alive","25-39","none","frontal","f",20,1991,"none","pass"
"17387","alive","25-39","belted","frontal","f",28,1998,"airbag","pass"
"16826","alive","55+","belted","notfrontal","m",21,1984,"none","pass"
"2964","alive","25-39","none","frontal","m",26,1988,"none","driver"
"1036","alive","10-24","belted","notfrontal","m",61,1993,"airbag","driver"
"9629","alive","40-54","none","frontal","m",71,1998,"airbag","driver"
"500","alive","25-39","none","frontal","m",23,1984,"none","pass"
"24054","alive","25-39","belted","notfrontal","f",21,1994,"airbag","pass"
"13078","alive","25-39","belted","notfrontal","f",39,1988,"none","driver"
"2954","alive","10-24","belted","frontal","f",29,1997,"airbag","driver"
"2046","alive","55+","belted","frontal","f",29,1995,"airbag","driver"
"25727","alive","40-54","belted","frontal","m",88,2001,"airbag","driver"
"18719","alive","10-24","belted","frontal","f",43,1996,"airbag","driver"
"14379","alive","10-24","belted","notfrontal","f",18,1991,"none","driver"
"13602","alive","10-24","belted","notfrontal","m",55,1997,"airbag","driver"
"20970","alive","10-24","none","notfrontal","f",26,1981,"none","pass"
"19767","alive","10-24","belted","frontal","f",23,1998,"airbag","driver"
"13413","alive","25-39","none","frontal","f",18,1995,"airbag","driver"
"3223","alive","25-39","belted","notfrontal","f",47,1986,"none","pass"
"4345","alive","25-39","belted","notfrontal","m",16,1995,"airbag","driver"
"10227","alive","40-54","belted","notfrontal","f",53,1995,"airbag","pass"
"11966","alive","10-24","belted","frontal","m",35,1977,"none","driver"
"15645","alive","10-24","belted","notfrontal","m",22,1991,"none","driver"
"9432","alive","10-24","belted","notfrontal","f",45,1997,"airbag","driver"
"13363","alive","25-39","belted","frontal","m",56,1995,"airbag","driver"
"6458","alive","10-24","belted","frontal","m",24,1987,"none","pass"
"16388","alive","40-54","belted","frontal","f",20,1981,"none","driver"
"21445","alive","10-24","belted","frontal","f",33,1989,"none","pass"
"14251","dead","25-39","none","frontal","f",26,1989,"none","pass"
"22294","dead","40-54","belted","notfrontal","m",20,1991,"none","pass"
"14323","alive","10-24","belted","notfrontal","f",23,1990,"none","driver"
"20826","alive","10-24","none","frontal","f",40,1980,"none","driver"
"12442","alive","25-39","belted","notfrontal","f",49,1993,"airbag","driver"
"22215","alive","10-24","belted","frontal","f",17,1992,"airbag","driver"
"4468","alive","25-39","belted","notfrontal","m",19,1989,"none","driver"
"1319","alive","55+","none","frontal","m",17,1987,"none","pass"
"6073","alive","10-24","belted","frontal","f",16,1995,"airbag","driver"
"2293","alive","10-24","belted","frontal","f",47,1990,"none","driver"
"21703","alive","25-39","belted","notfrontal","f",18,1997,"airbag","driver"
"2844","alive","25-39","belted","frontal","m",38,1994,"airbag","driver"
"1725","alive","25-39","none","frontal","f",17,1991,"none","driver"
"10324","alive","10-24","belted","notfrontal","f",21,1997,"airbag","driver"
"11130","alive","10-24","none","frontal","f",40,1991,"none","driver"
"3159","dead","55+","none","frontal","m",36,1981,"none","driver"
"8297","alive","25-39","belted","notfrontal","m",47,1988,"none","pass"
"7850","alive","25-39","none","frontal","m",23,1983,"none","pass"
"22099","alive","25-39","belted","frontal","f",62,1992,"airbag","driver"
"22287","alive","25-39","belted","notfrontal","m",21,2000,"airbag","driver"
"16947","alive","55+","belted","notfrontal","m",46,1985,"none","driver"
"2884","alive","55+","none","notfrontal","f",23,1995,"airbag","driver"
"11613","alive","10-24","belted","frontal","f",21,1990,"airbag","driver"
"13312","alive","25-39","belted","notfrontal","m",55,1998,"airbag","driver"
"6090","alive","55+","belted","frontal","m",30,1996,"airbag","driver"
"8546","alive","10-24","belted","frontal","f",54,1996,"airbag","driver"
"19422","alive","25-39","belted","notfrontal","m",42,1990,"none","driver"
"6532","alive","1-9km/h","belted","notfrontal","f",24,1982,"none","pass"
"614","alive","10-24","belted","notfrontal","f",19,1993,"none","driver"
"8337","alive","10-24","none","frontal","m",30,1998,"airbag","pass"
